userName,review_text,score,sentiment,label,date
Berliana wnp,"Tolong kalau kita sedang pesan goride/gocar cari driver yg lokasinya dekat dengan titik penjemputan. Sering bgt dapet driver yg jaraknya jauh, padahal driver yg mangkal di sekitar lokasi penjemputan banyak bangett. Tolong di perbaiki lgi. jangan buang² waktu kami hanya untuk nunggu driver yg datengnya lama karena jaraknya jauh!",1,Negative,0,2024-09-20 10:41:24
Affifah Official,"awalnya oke oke aja tapi lama lama saya pengguna goride wanita, sering sekali dapat perlakuan cabul dari driver. gojek kalo cari driver di interview dulu ga sih kepribadian nya??",1,Negative,0,2024-09-19 08:14:45
Fahry Zidan,Kenapa akun saya dibekukan padahal saya tidak melakukan hal hal yang mencurigakan saya hanya menggunakan goRide dan goTansit,2,Negative,0,2024-09-19 06:44:41
Yunita Ratna,"Pesen gocar sulit sekali....padahal sampe enggak pakai promo biar ada yang nyantol, padahal di maps banyak mobil begitu order alesan driver sibuk semua....males banget kecewa lah padahal yang goride enggak lho Tolong dong tarifnya di bikin biasa aja yang penting tetep bisa cepet nyantolnya kalau pesen ya kali nunggu setengah jam sama sekali enggak ada yang nyantol 😭",1,Negative,0,2024-09-17 20:59:44
bintang hadisumitro,"Gojek ngasih promo goride gocar tu boong, kita milih yg promo tapi sekali pun ga pernah nyantol, 10x ada kali saya pembatalan, begitu klik yg mahal langsung nyantol Kalo ganiat promo gausah promo Mengecewakan",1,Negative,0,2024-09-17 14:04:33
Amalia Risman,Semakin kesini kenapa makin jelek ya. Pesan go car/ goride suka lama. Mencari driver sering di kasih yang jauh dari lokasi jemputan padahal yg dekat lokasi jemputan ada. Tolong di perbaiki ya pak. Bagusan gojek yg dl deh. 🙏,4,Negative,0,2024-09-17 06:49:22
Roni Sulaeman,"Sudah order goride lama nunggu dapat drivernya, sudah gitu susah di batalin jauh sama aplikasi tetangga",1,Negative,0,2024-09-16 16:37:19
Sigit Eko Prasetya,"Aplikasinya sih masih bagus, tapi baru hari ini, 10 januari 2024, pesen gocar hampir 15 kali, goride 7 kali, ga ada yang nyantol, server sibuk, padahal cuaca cuma gerimis kecil, di pusat kota Purwokerto. Payah sekali ini. Ga siap kalau di butuhkan.",1,Negative,0,2024-09-15 19:07:29
Ikhsan,Aplikasi eror terus gak bisa pesan Goride malah gambar dinosaurus yang muncul,1,Negative,0,2024-09-15 08:19:25
Yasin Hakim,Baru pulang sekolah lalu pesen GO-RIDE gak dapat-dapat malah ada tulisan (maaf driver sedang sibuk). Bilang aja sebenarnya gak ada driver gitu gak usah sedang sibuk.,1,Negative,0,2024-09-14 20:34:19
GALIH 27,Sekarang kalo pesen goride lama banget ga ada supir nya yg mau terima pesanan saya jadi saya terpaksa jalan kaki,1,Negative,0,2024-09-14 14:23:18
Risda Anggraini,"Mohon maaf untuk aplikasi gojek , mungkin khusus untuk goride nya lebih baik di berikan pilihan bobot kendaraan yg bisa menyesuaikan dengan berat badan customer nya , jadi nnti pada saat driver dengan kapasitas motor yg kecil lalu dpt penumpang dengan berat badan extra tidak sama sama sampai menyulitkan satu sama lainnya , tolong di perbaiki khusus mitra goride nya .",3,Negative,0,2024-09-13 20:35:55
M.raditya Adit,Saya kecewa dengan layanan gojek untuk menemukan Driver sangat sulit terutama untuk penggunaan Goride bisa 1 jam untuk menunggu saya harap gojek bisa memperbaiki masalah tersebut untuk cepat mendapatkan driver,2,Negative,0,2024-09-13 13:02:41
Trianto Ramadhan,"Dah bener baguss, Mau daftar goride jabodetabek belom buka""",5,Positive,1,2024-09-12 14:23:50
Toni Priyadi,"Tolong diperbaiki,kita pesen goride/gocar itu pngen cpt,tp mlh dikasih driver yg jauh,pdhal terdekate ada driver.tolong diberbaiki dong",1,Negative,0,2024-09-10 15:52:44
Lee Man,Ternyata GORIDE Paling murah itu adalah MAXIM.,1,Negative,0,2024-09-09 18:03:11
IKMAL TAFRIJI,giliran pake goride biasa dapetnya motor keren mulu paling sering Aerox sama Nmax tapi pas pake goride comfort malah dapet motor yg b aja Tapi keren si gojek Jadi Transportasi utama buat ke rumah ayang🤗🤣,5,Positive,1,2024-09-09 09:52:18
Budi family,kenapa map goride setiap dekat tol pasti di arahi ke lewat tol sehingga tarif tidak sesuai makasih,1,Negative,0,2024-09-08 15:33:06
Desi Puspita,Gaada yang mau ambil pesanan karna pake voucher lain kali gausa bikin voucher untuk transport seperti goride sama gocar padahal dalam jarak deket ada driver tapi gaada yang mau ambil karna potongan harga 5k.,1,Negative,0,2024-09-07 15:19:09
Galeandra Shandy,Goride nya ok gocar nya di tolak Mulu,2,Negative,0,2024-09-06 14:34:17
Fatur Rohman,jangan bikin akun gojek driver klau gak pada mau narik mah anjer ongkos aja harus besar kenyamnan gak ada di kasih hujan gak mau pada narik padahal gua pesen nya gocar bukan goride bego,1,Negative,0,2024-09-05 16:59:34
hinu kontak,"Saya pemakai Gojek sangat Lama ... tapi akhir akhir ini sering kecewa sama aplikasi terutama Gocar dan Goride nya ... nunggu nya terlalu lama (Drivernya jauh jauh),kmd titik jemput sering geser sendiri .... kemudian aplikasi mengganti ganti drivernya sendiri sehingga sebagai penumpang saya menunggu terlalu lama karena diulang ulang nunggu driver",1,Negative,0,2024-09-05 04:00:20
heriansyah 86,Apk ampas Hujan²Pas urgent Driver nga mau pada ngambil orderan Jam sibuk apaan gua order goride pas kaya jam kerja kebetulan pas ujan udh nunggu lama Mala nga ada yg mau ngambil orderan,1,Negative,0,2024-09-03 22:16:17
Cristianus Steven,"Terpaksa pakai aplikasi gojek hanya karna ingin pesan goride. udh gk mau pesan gofood krn gak sesuai dg titik antar, kdg mesan sruh antar ke titik nh mlh antr ke t4 lain, gocar juga gt, kdg minta jmput sesuai titik mlh jmput ke t4 lain, mkin update mkin parah bkn mkin berubah",1,Negative,0,2024-09-02 00:12:51
Heni Ani,"Tolong yah ,buat driver dikasih kelengkapan yang bagus .masa saya perjalanan goride 1 jam an sambil pegangin helm takut lepas atau kabur .karena penguncinya rusak .makasih",4,Negative,0,2024-09-01 10:21:18
Eko Hermawanto,"Matikan Fitur Order Dobel/2 pemesanan GoRide. Seharusnya kalau sudah Order GoRide tidak bisa order GoRide lagi sekaligus, harus dibatalkan dulu baru bisa pesan lagi",1,Negative,0,2024-08-31 10:25:33
